TR_name	start_site	direction	TR_type	End_of_primary_data	actual_end_of_primary_data	min_of_primary_data	max_of_primary_data	End_of_total_data	actual_End_of_total_data	min_of_total_data	max_of_total_data
TR_4122991	4122991	-	antisense_in_gene	4122621	4122685	4122631	4122767	4122856	4122766	4122676	4122866
TR_4124317	4124317	+	sense_for_next	4124585	4124575	4124575	4124575	4126657	4125402	4124575	4126230
TR_4124595	4124595	+	leaderless_sense	4125554	4125216	4125111	4125299	4127115	4127115	4127105	4127126
TR_4125975	4125975	-	antisense_in_gene	4125514	4125552	4125524	4125603	4125510	4125430	4125288	4125520
TR_4126290	4126290	-	antisense_in_gene	4125985	4125995	4125995	4125995	4125985	4125995	4125995	4125995
TR_4126711	4126711	+	upstream_sense	4127339	4127283	4127154	4127329	4127265	4127309	4127255	4127363
TR_4127787	4127787	-	antisense_for_next	4127218	4127210	4126944	4127653	4126831	4126875	4126841	4126911
TR_4129285	4129285	-	upstream_sense	4127473	4128842	4128809	4128870	4127473	4128828	4128772	4128882
TR_4130535	4130535	-	antisense_in_gene	4129426	4129635	4129431	4129950	4129361	4129366	4129350	4129372
TR_4130596	4130596	+	in_gene_sense	4131427	4131373	4131170	4131463	4132406	4133523	4132396	4134586
TR_4131025	4131025	-	antisense_in_gene	4130623	4130634	4130633	4130636	4130628	4130633	4130631	4130638
TR_4131751	4131751	-	antisense_in_gene	4131203	4131147	4131045	4131213	4131035	4131045	4131045	4131045
TR_4132981	4132981	-	antisense_in_gene	4132597	4132582	4132546	4132607	4132620	4132578	4132507	4132642
TR_4133315	4133315	-	antisense_in_gene	4132991	4133018	4133001	4133103	4132991	4133001	4133001	4133001
TR_4134677	4134677	-	antisense_in_gene	4134333	4134373	4134343	4134396	4134357	4134366	4134341	4134397
TR_4136231	4136231	-	down_stream_antisense	4135792	4135821	4135766	4135927	0	0	0	0
TR_4137292	4137292	-	leaderless_sense	4136300	4136689	4136604	4136776	4136201	4135965	4135732	4136211
TR_4137384	4137384	+	leaderless_sense	4138316	4138003	4137898	4138096	4138316	4138286	4138117	4138409
TR_4137470	4137470	-	antisense_in_gene	4137302	4137312	4137312	4137312	4137302	4137312	4137312	4137312
TR_4139598	4139598	+	antisense_in_gene	4139918	4140197	4139908	4140601	4139918	4140089	4139908	4140632
TR_4139928	4139928	+	antisense_in_gene	4140507	4140465	4140385	4140514	4140598	4140609	4140565	4140674
TR_4140641	4140641	-	leaderless_sense	4139983	4140080	4140032	4140149	4139983	4139493	4138367	4140015
TR_4140728	4140728	+	in_gene_sense	4141442	4141256	4141136	4141432	4141147	4141648	4141053	4142202
TR_4141515	4141515	+	sense_for_next	4142200	4141991	4141853	4142054	4142200	4141515	4141515	4141515
TR_4142222	4142222	+	leaderless_sense	4143056	4142998	4142882	4143046	4143169	4143245	4143115	4143362
TR_4144522	4144522	-	sense_for_next	4142926	4143979	4143892	4144053	4142926	4143440	4143008	4143937
TR_4146235	4146235	-	sense_for_next	4145792	4145870	4145834	4145902	4145091	4144997	4143346	4145623
TR_4148496	4148496	-	sense_for_next	4147066	4147878	4147843	4147934	4145792	4147017	4147017	4147017
TR_4149183	4149183	-	upstream_sense	4148496	4148564	4148449	4148693	4148496	4147293	4146809	4148516
TR_4149700	4149700	-	upstream_sense	4149193	4149203	4149203	4149203	4149193	4149203	4149203	4149203
TR_4150096	4150096	-	upstream_sense	4149716	4149725	4149723	4149727	4149717	4149334	4149203	4149727
TR_4151302	4151302	-	upstream_sense	4150208	4150914	4150881	4150927	4150208	4150790	4150790	4150790
TR_4152633	4152633	+	antisense_in_gene	4153571	4153590	4153536	4153634	4153532	4153634	4153460	4153778
TR_4152983	4152983	-	sense_for_next	4151358	4152230	4152051	4152354	0	0	0	0
TR_4153690	4153690	-	upstream_sense	4152396	4153128	4153071	4153235	4151358	4151256	4151160	4151370
TR_4153798	4153798	+	upstream_sense	4155852	4154305	4154270	4154385	4155852	4155957	4155825	4156050
TR_4156907	4156907	-	leaderless_sense	4155918	4156209	4156069	4156310	4155918	4155903	4155841	4155983
TR_4157149	4157149	+	upstream_sense	4158400	4157661	4157575	4157815	4158400	4158286	4157149	4159245
TR_4159954	4159954	-	in_gene_sense	4159012	4159216	4159022	4159342	4159019	4158988	4158953	4159029
TR_4161190	4161190	+	upstream_sense	4161951	4161729	4161654	4161799	4161951	4162009	4161892	4162080
TR_4161219	4161219	-	upstream_sense	4160067	4160570	4160522	4160611	4160067	4160404	4160283	4160521
TR_4162500	4162500	-	antisense_in_gene	4161644	4161775	4161654	4161895	4161609	4161578	4161532	4161619
TR_4162519	4162519	+	in_gene_sense	4163294	4163339	4163128	4163733	4165353	4165372	4165321	4165458
TR_4163199	4163199	-	antisense_in_gene	4162796	4162825	4162802	4162872	4162818	4162732	4162668	4162828
TR_4163428	4163428	+	sense_for_next	4165176	4164294	4164075	4164399	0	0	0	0
TR_4166253	4166253	-	in_gene_sense	4165826	4165808	4165730	4165845	4165117	4165113	4165066	4165148
TR_4166566	4166566	+	antisense_in_gene	4167013	4166928	4166868	4167003	4166858	4166897	4166786	4166984
TR_4166909	4166909	-	leaderless_sense	4165173	4166316	4166273	4166354	4165173	4165857	4165857	4165857
TR_4167207	4167207	-	sense_for_next	4166919	4166929	4166929	4166929	0	0	0	0
TR_4167843	4167843	+	antisense_in_gene	4168383	4168360	4168260	4168405	4168302	4168285	4167843	4168503
TR_4168459	4168459	-	upstream_sense	4166999	4167772	4167565	4168002	4166919	4166505	4166324	4166929
TR_4168523	4168523	+	leaderless_sense	4169478	4169256	4169087	4169412	4170347	4170677	4169952	4172355
TR_4169620	4169620	+	upstream_sense	4170347	4170235	4170099	4170371	0	0	0	0
TR_4170407	4170407	+	leaderless_sense	4171321	4170897	4170897	4170897	4171321	4171386	4170897	4172364
TR_4170917	4170917	+	sense_for_next	4171395	4171338	4171271	4171385	4172792	4172172	4172107	4172237
TR_4171504	4171504	+	upstream_sense	4172792	4172310	4172193	4172422	0	0	0	0
TR_4171526	4171526	-	down_stream_antisense	4171104	4171115	4171083	4171147	4171133	4171088	4171045	4171143
TR_4172250	4172250	-	antisense_in_gene	4171856	4171852	4171750	4171929	4171876	4171816	4171722	4171923
TR_4172863	4172863	-	down_stream_antisense	4172540	4172545	4172498	4172608	4172571	4172513	4172480	4172581
TR_4174343	4174343	+	sense_for_next	4174943	4174878	4174823	4174933	4174941	4176001	4174669	4178257
TR_4174378	4174378	-	antisense_in_gene	4173839	4173878	4173849	4173914	4173783	4173779	4173734	4173830
TR_4176191	4176191	+	in_gene_sense	4176633	4176615	4176591	4176633	4176631	4177173	4176621	4178257
TR_4177707	4177707	-	antisense_in_gene	4177255	4177239	4177083	4177351	4177317	4177281	4177134	4177341
TR_4178277	4178277	+	upstream_sense	4180793	4178826	4178747	4178898	4180793	4179023	4178786	4179334
TR_4179868	4179868	-	antisense_in_gene	4179408	4179399	4179361	4179420	4179432	4179411	4179374	4179442
TR_4180008	4180008	-	antisense_in_gene	4179878	4179652	4179406	4179888	4179878	4179771	4179420	4179888
TR_4181903	4181903	-	upstream_sense	4180858	4181397	4181302	4181469	4180858	4180783	4180169	4181366
TR_4181936	4181936	+	leaderless_sense	4183012	4182516	4182516	4182516	4183012	4182733	4182356	4183092
TR_4182536	4182536	+	sense_for_next	4183012	4182843	4182802	4182902	4183012	4182830	4182777	4182883
TR_4182985	4182985	-	antisense_in_gene	4182586	4182617	4182588	4182673	4182699	4182486	4182209	4182709
TR_4183112	4183112	+	leaderless_sense	4184170	4183720	4183623	4183788	4184241	4184286	4184231	4184322
TR_4184731	4184731	-	sense_for_next	4184135	4184165	4184066	4184257	0	0	0	0
TR_4185202	4185202	+	antisense_in_gene	4185548	4185515	4185496	4185538	4185497	4185472	4185439	4185507
TR_4186067	4186067	+	antisense_in_gene	4186248	4186238	4186238	4186238	4186248	4186238	4186238	4186238
TR_4186068	4186068	-	leaderless_sense	4184704	4185131	4184183	4185455	4184190	4184102	4183973	4184237
TR_4186258	4186258	+	upstream_sense	4187873	4186993	4186923	4187182	4187873	4187226	4186992	4187386
TR_4187641	4187641	+	sense_for_next	4189466	4188122	4187844	4188482	4189466	4189085	4188724	4189354
TR_4187792	4187792	-	antisense_in_gene	4187331	4187308	4187248	4187341	4187347	4187288	4187236	4187357
TR_4189992	4189992	+	antisense_in_gene	4190590	4190567	4190541	4190581	4190576	4190582	4190566	4190595
TR_4190928	4190928	-	upstream_sense	4189463	4190331	4190308	4190355	4189463	4190289	4190244	4190335
TR_4190975	4190975	+	down_stream_antisense	4191367	4191357	4191357	4191357	4191367	4191564	4191357	4192185
TR_4191353	4191353	-	sense_for_next	4190938	4190723	4190358	4191267	4189463	4190382	4190382	4190382
TR_4191377	4191377	+	antisense_in_gene	4191862	4191886	4191839	4191949	4191954	4192064	4191944	4192221
TR_4192037	4192037	-	in_gene_sense	4191664	4191623	4191473	4191674	4190938	4190948	4190324	4191575
TR_4192248	4192248	+	antisense_in_gene	4192670	4192632	4192606	4192660	4192707	4192838	4192696	4193018
TR_4192958	4192958	+	antisense_in_gene	4193538	4193517	4193497	4193530	4193519	4193550	4193509	4193617
TR_4193521	4193521	-	upstream_sense	4192357	4192995	4192923	4193089	4192357	4192649	4192180	4192960
TR_4193653	4193653	+	antisense_in_gene	4194264	4194231	4193985	4194362	4194273	4194644	4194149	4195084
TR_4195551	4195551	-	leaderless_sense	4193569	4195106	4194887	4195524	4193569	4194669	4193898	4195254
TR_4195618	4195618	+	leaderless_sense	4196149	4196116	4196095	4196142	4196106	4196175	4196096	4196249
TR_4196816	4196816	-	upstream_sense	4196349	4196365	4196333	4196403	4196785	4196381	4196186	4196795
TR_4196902	4196902	+	leaderless_sense	4197773	4197600	4197516	4197703	4197773	4197831	4197593	4197936
TR_4198830	4198830	-	upstream_sense	4198062	4198313	4198285	4198354	4198062	4198144	4197980	4198290
TR_4198848	4198848	+	upstream_sense	4199267	4199147	4199135	4199170	4199267	4199107	4199052	4199156
TR_4200420	4200420	-	upstream_sense	4199425	4199879	4199838	4199956	4199425	4199707	4199549	4199889
TR_4200533	4200533	+	upstream_sense	4201504	4201084	4201022	4201150	4201694	4202017	4201684	4202186
TR_4201843	4201843	+	antisense_in_gene	4202326	4202261	4202158	4202339	4202247	4202237	4202237	4202237
TR_4202066	4202066	-	leaderless_sense	4201364	4201416	4201374	4201535	4201351	4201314	4201251	4201361
TR_4203618	4203618	-	sense_for_next	4202788	4203165	4202971	4203286	0	0	0	0
TR_4204419	4204419	+	antisense_in_gene	4205088	4205029	4204788	4205116	4205108	4205252	4205021	4205645
TR_4205559	4205559	-	upstream_sense	4204604	4205034	4204990	4205102	4202072	4202086	4202086	4202086
TR_4205665	4205665	+	upstream_sense	4206256	4206190	4206142	4206246	4206249	4206563	4206239	4206741
TR_4207095	4207095	-	leaderless_sense	4206040	4206521	4206477	4206590	4206040	4206389	4205994	4206597
TR_4209048	4209048	-	leaderless_sense	4207174	4208252	4207835	4208541	4207174	4207283	4207115	4207787
TR_4209177	4209177	+	upstream_sense	4210001	4209841	4209526	4210049	4210038	4210184	4210028	4210259
TR_4209569	4209569	-	antisense_in_gene	4209296	4209310	4209282	4209329	4209315	4209201	4209068	4209345
TR_4210812	4210812	-	in_gene_sense	4210265	4210221	4210098	4210275	4210236	4210087	4210003	4210246
TR_4211998	4211998	-	upstream_sense	4209760	4211222	4211018	4211374	4209760	4210869	4210429	4211141
TR_4212305	4212305	+	upstream_sense	4213245	4213184	4213032	4213236	4213410	4213365	4213318	4213423
TR_4214153	4214153	-	upstream_sense	4213174	4213556	4213476	4213671	4213045	4212990	4212881	4213070
TR_4214219	4214219	+	upstream_sense	4214783	4214773	4214773	4214773	4214783	4214773	4214773	4214773
TR_4214793	4214793	+	leaderless_sense	4215317	4215302	4215256	4215347	4215302	4215366	4215292	4215425
TR_4215944	4215944	-	leaderless_sense	4215378	4215410	4215349	4215448	4215366	4215299	4215252	4215376
TR_4217273	4217273	-	upstream_sense	4217030	4217022	4216972	4217045	4217033	4216679	4216115	4217043
TR_4217312	4217312	+	leaderless_sense	4218373	4217729	4217679	4217830	4218679	4218703	4218131	4219007
TR_4219003	4219003	-	leaderless_sense	4218247	4218290	4218257	4218364	4218315	4218221	4218144	4218325
TR_4219013	4219013	+	upstream_sense	4219851	4219612	4219474	4219728	4219851	4220085	4219693	4220390
TR_4220690	4220690	-	antisense_in_gene	4220059	4220082	4219947	4220197	4220420	4220053	4219843	4220430
TR_4221267	4221267	+	leaderless_sense	4222826	4221852	4221660	4221961	4222826	4222280	4221685	4222861
TR_4222881	4222881	+	leaderless_sense	4223858	4223774	4223495	4223912	4223925	4223958	4223907	4224009
TR_4225163	4225163	+	leaderless_sense	4227163	4225698	4225664	4225722	4227163	4226924	4226528	4227056
TR_4225172	4225172	-	antisense_in_gene	4224686	4224693	4224630	4224746	4224763	4224475	4224241	4224773
TR_4226056	4226056	-	antisense_in_gene	4225673	4225687	4225662	4225727	4225770	4225628	4225455	4225780
TR_4227076	4227076	+	sense_for_next	4228528	4227778	4227716	4227872	4228528	4228652	4228152	4228819
TR_4227682	4227682	-	antisense_in_gene	4227217	4227247	4227215	4227294	4227337	4227244	4227164	4227347
TR_4228439	4228439	+	sense_for_next	4229439	4228819	4228819	4228819	4229439	4228819	4228819	4228819
TR_4228819	4228819	-	antisense_in_gene	4228493	4228508	4228496	4228519	4228535	4228419	4228292	4228545
TR_4228839	4228839	+	in_gene_sense	4229233	4229218	4229184	4229246	4229566	4230202	4229556	4230489
TR_4229446	4229446	-	antisense_in_gene	4228899	4228921	4228839	4228980	4229021	4228953	4228877	4229031
TR_4231455	4231455	+	upstream_sense	4232571	4231956	4231890	4231999	4232571	4232523	4231921	4232746
TR_4231496	4231496	-	down_stream_antisense	4230842	4230976	4230852	4231081	4230837	4230928	4230838	4231183
TR_4232274	4232274	-	antisense_in_gene	4231924	4231977	4231934	4232028	4232117	4232006	4231886	4232127
TR_4233393	4233393	-	in_gene_sense	4233032	4233034	4233013	4233046	0	0	0	0
TR_4233420	4233420	+	antisense_in_gene	4233942	4233898	4233761	4234067	4233670	4233947	4233660	4234196
TR_4233775	4233775	-	leaderless_sense	4232552	4233305	4233082	4233413	4232552	4232674	4231930	4233078
TR_4234706	4234706	+	antisense_in_gene	4234821	4234811	4234811	4234811	4234821	4234811	4234811	4234811
TR_4234808	4234808	-	upstream_sense	4233788	4234355	4234242	4234418	4233788	4233622	4232023	4234384
TR_4234831	4234831	+	upstream_sense	4235478	4235467	4235462	4235468	4235453	4235461	4235443	4235468
TR_4235488	4235488	+	upstream_sense	4237342	4236351	4235936	4236499	4240041	4238112	4236695	4239122
TR_4236181	4236181	-	antisense_in_gene	4235700	4235675	4235482	4235764	4235692	4235535	4235177	4235715
TR_4236885	4236885	-	antisense_in_gene	4236395	4236387	4236365	4236415	4236447	4236421	4236355	4236469
TR_4243411	4243411	+	leaderless_sense	4246695	4244270	4244012	4244472	4249988	4246711	4246709	4246716
TR_4246915	4246915	-	antisense_in_gene	4246712	4246719	4246707	4246723	4246647	4246529	4246252	4246724
TR_4248580	4248580	-	antisense_in_gene	4247931	4247985	4247927	4248036	4248021	4247901	4247783	4248031
TR_4249228	4249228	+	sense_for_next	4249988	4249649	4249553	4249687	4251183	4250860	4250048	4252432
TR_4250068	4250068	+	leaderless_sense	4251183	4250641	4250556	4250681	4251183	4251120	4251120	4251120
TR_4250637	4250637	-	antisense_in_gene	4249945	4249918	4249730	4249998	4249990	4249635	4249118	4250000
TR_4250701	4250701	+	sense_for_next	4251183	4251097	4250988	4251120	4253044	4253126	4252763	4253490
TR_4251140	4251140	+	sense_for_next	4253044	4251527	4251243	4251883	4254505	4253490	4253490	4253490
TR_4253510	4253510	+	in_gene_sense	4253871	4253858	4253842	4253866	4253854	4253866	4253833	4253926
TR_4256326	4256326	-	sense_for_next	4254558	4255303	4254317	4255818	4254506	4254469	4254422	4254516
TR_4262218	4262218	-	sense_for_next	4256123	4261156	4260783	4261621	0	0	0	0
TR_4263422	4263422	-	upstream_sense	4261331	4262771	4262664	4262883	4256123	4259727	4259432	4260613
TR_4263550	4263550	+	antisense_in_gene	4263989	4263975	4263954	4263991	4263972	4263979	4263962	4264004
TR_4264631	4264631	-	upstream_sense	4263533	4263888	4263791	4264144	4263533	4263631	4263465	4263793
TR_4264872	4264872	+	antisense_in_gene	4265226	4265236	4265183	4265263	4265291	4265293	4265251	4265324
TR_4265707	4265707	-	upstream_sense	4264741	4264934	4264818	4265114	4264641	4264651	4264651	4264651
TR_4266928	4266928	-	upstream_sense	4265820	4266000	4265820	4266256	4265764	4265772	4265772	4265774
TR_4268244	4268244	-	in_gene_sense	4267852	4267842	4267717	4267901	0	0	0	0
TR_4269092	4269092	-	upstream_sense	4267131	4268674	4268633	4268715	4267131	4267279	4266948	4267768
TR_4271713	4271713	+	antisense_in_gene	4272138	4272151	4272118	4272191	4272127	4272236	4272117	4272360
TR_4272681	4272681	+	antisense_in_gene	4273073	4273049	4273020	4273081	4273027	4273064	4273017	4273131
TR_4273645	4273645	-	leaderless_sense	4272454	4273017	4272916	4273190	4272454	4271269	4269655	4272894
TR_4273838	4273838	+	upstream_sense	4274771	4274645	4274433	4274835	4274924	4275669	4274914	4276435
TR_4274123	4274123	-	antisense_in_gene	4273655	4273707	4273665	4273820	4273729	4273702	4273665	4273739
TR_4274901	4274901	-	down_stream_antisense	4274140	4274115	4273927	4274163	4274654	4274181	4273950	4274664
TR_4274934	4274934	+	upstream_sense	4276595	4275450	4275399	4275579	4276595	4276005	4275709	4276302
TR_4275712	4275712	-	antisense_in_gene	4275293	4275301	4275248	4275346	4275337	4275272	4275187	4275347
TR_4275729	4275729	+	in_gene_sense	4276335	4276260	4276197	4276325	4276525	4276515	4276515	4276515
TR_4276611	4276611	-	down_stream_antisense	4276148	4276113	4276051	4276195	4276024	4275983	4275901	4276034
TR_4276703	4276703	+	upstream_sense	4278263	4277377	4277172	4277931	4278263	4278149	4277916	4278363
TR_4277342	4277342	-	antisense_in_gene	4276944	4276956	4276946	4276968	4276985	4276956	4276890	4276995
TR_4278158	4278158	-	antisense_in_gene	4277728	4277777	4277738	4277806	4277819	4277784	4277723	4277829
TR_4280187	4280187	-	leaderless_sense	4279408	4279526	4279461	4279634	4278325	4278093	4277766	4278335
TR_4281513	4281513	+	antisense_in_gene	4282156	4282113	4282054	4282164	4282184	4283059	4282174	4284922
TR_4281749	4281749	-	leaderless_sense	4280970	4281059	4280955	4281139	4280211	4279837	4278358	4280384
TR_4282591	4282591	+	upstream_sense	4284177	4283329	4283244	4283394	4284177	4284321	4283525	4284922
TR_4284942	4284942	+	antisense_in_gene	4285375	4285364	4285361	4285368	4286515	4286628	4286131	4286939
TR_4285385	4285385	+	antisense_in_gene	4286949	4286282	4286040	4286939	0	0	0	0
TR_4286042	4286042	-	upstream_sense	4284597	4285381	4285224	4285558	4284597	4284942	4284383	4285295
TR_4286959	4286959	+	in_gene_sense	4287569	4287527	4287475	4287570	4288434	4288434	4288389	4288495
